INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182068670,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,27/08/2018 12:30,2018,8,Monday,12,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182068669,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,418,,26/08/2018 18:00,2018,8,Sunday,18,Part Two,MAXWELL ST,42.28220579,-71.07791871,"(42.28220579, -71.07791871)"
I182068666,3301,Verbal Disputes,VERBAL DISPUTE,B3,908,,27/08/2018 10:35,2018,8,Monday,10,Part Three,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I182068665,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,459,,20/08/2018 19:06,2018,8,Monday,19,Part Two,SEAVER ST,42.30302875,-71.0807146,"(42.30302875, -71.08071460)"
I182068664,3301,Verbal Disputes,VERBAL DISPUTE,B3,418,,27/08/2018 10:56,2018,8,Monday,10,Part Three,MORTON ST,42.2806123,-71.08350146,"(42.28061230, -71.08350146)"
I182068663,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,225,,25/08/2018 21:00,2018,8,Saturday,21,Part One,E FOURTH ST,42.33464183,-71.04250708,"(42.33464183, -71.04250708)"
I182068661,1402,Vandalism,VANDALISM,C6,231,,27/08/2018 11:33,2018,8,Monday,11,Part Two,N ST,42.33340323,-71.03121259,"(42.33340323, -71.03121259)"
I182068659,1874,Drug Violation,DRUGS - OTHER,B2,287,,27/08/2018 11:18,2018,8,Monday,11,Part Two,SHAWMUT AVE,42.33103377,-71.08485404,"(42.33103377, -71.08485404)"
I182068656,2629,Harassment,HARASSMENT,B2,296,,27/08/2018 11:11,2018,8,Monday,11,Part Two,WARREN ST,42.32221645,-71.08206723,"(42.32221645, -71.08206723)"
I182068655,3410,Towed,TOWED MOTOR VEHICLE,D14,774,,27/08/2018 08:18,2018,8,Monday,8,Part Three,STRATHMORE RD,42.34025279,-71.15447536,"(42.34025279, -71.15447536)"
I182068654,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,621,,27/08/2018 09:58,2018,8,Monday,9,Part One,COMMONWEALTH AVE,42.3492468,-71.08956259,"(42.34924680, -71.08956259)"
I182068654,2616,Other,POSSESSION OF BURGLARIOUS TOOLS,D4,621,,27/08/2018 09:58,2018,8,Monday,9,Part Two,COMMONWEALTH AVE,42.3492468,-71.08956259,"(42.34924680, -71.08956259)"
I182068653,3410,Towed,TOWED MOTOR VEHICLE,E13,638,,27/08/2018 08:53,2018,8,Monday,8,Part Three,CHESTNUT AVE,42.31799725,-71.10611247,"(42.31799725, -71.10611247)"
I182068652,3201,Property Lost,PROPERTY - LOST,C6,206,,26/08/2018 16:00,2018,8,Sunday,16,Part Three,SEAPORT BLVD,42.35325379,-71.0487241,"(42.35325379, -71.04872410)"
I182068651,3115,Investigate Person,INVESTIGATE PERSON,B2,313,,27/08/2018 10:05,2018,8,Monday,10,Part Three,HUMBOLDT AVE,42.31609551,-71.08713118,"(42.31609551, -71.08713118)"
I182068650,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,337,,27/08/2018 06:20,2018,8,Monday,6,Part One,PURITAN AVE,42.30646829,-71.07225146,"(42.30646829, -71.07225146)"
I182068649,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,268,,27/08/2018 09:30,2018,8,Monday,9,Part Three,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
I182068648,3410,Towed,TOWED MOTOR VEHICLE,C11,348,,27/08/2018 08:30,2018,8,Monday,8,Part Three,KIMBALL ST,42.30465964,-71.0580552,"(42.30465964, -71.05805520)"
I182068647,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,763,,26/08/2018 09:30,2018,8,Sunday,9,Part One,BENNETT ST,42.35188271,-71.1564776,"(42.35188271, -71.15647760)"
I182068646,3410,Towed,TOWED MOTOR VEHICLE,C6,915,,27/08/2018 10:19,2018,8,Monday,10,Part Three,E EIGHTH ST,42.33129745,-71.04864886,"(42.33129745, -71.04864886)"
I182068645,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,C11,395,,22/08/2018 16:28,2018,8,Wednesday,16,Part Three,BECKET ST,42.2812393,-71.06464269,"(42.28123930, -71.06464269)"
I182068644,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,777,,27/08/2018 09:57,2018,8,Monday,9,Part Three,WASHINGTON ST,42.34855061,-71.15007628,"(42.34855061, -71.15007628)"
I182068643,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,179,,24/08/2018 14:00,2018,8,Friday,14,Part Three,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
I182068641,3125,Warrant Arrests,WARRANT ARREST,B2,287,,27/08/2018 10:14,2018,8,Monday,10,Part Three,SHAWMUT AVE,42.33103377,-71.08485404,"(42.33103377, -71.08485404)"
I182068640,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,243,,26/08/2018 21:30,2018,8,Sunday,21,Part Three,MAYFIELD ST,42.31686672,-71.0601706,"(42.31686672, -71.06017060)"
I182068639,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,27/08/2018 09:35,2018,8,Monday,9,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182068637,3205,License Plate Related Incidents,M/V PLATES - LOST,D14,784,,18/08/2018 10:00,2018,8,Saturday,10,Part Three,CAMBRIDGE ST,42.3499624,-71.14762531,"(42.34996240, -71.14762531)"
I182068636,2647,Other,THREATS TO DO BODILY HARM,B2,304,,27/08/2018 10:17,2018,8,Monday,10,Part Two,WEAVER WAY,42.32140611,-71.09596829,"(42.32140611, -71.09596829)"
I182068635,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,432,,27/08/2018 10:12,2018,8,Monday,10,Part One,CALLENDER ST,42.28792819,-71.08502171,"(42.28792819, -71.08502171)"
I182068635,1402,Vandalism,VANDALISM,B3,432,,27/08/2018 10:12,2018,8,Monday,10,Part Two,CALLENDER ST,42.28792819,-71.08502171,"(42.28792819, -71.08502171)"
I182068634,3410,Towed,TOWED MOTOR VEHICLE,A7,21,,27/08/2018 10:09,2018,8,Monday,10,Part Three,MARION ST,42.37484331,-71.03393182,"(42.37484331, -71.03393182)"
I182068633,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,395,,27/08/2018 09:26,2018,8,Monday,9,Part Three,DORCHESTER AVE,42.28304828,-71.06504811,"(42.28304828, -71.06504811)"
I182068632,3410,Towed,TOWED MOTOR VEHICLE,C6,915,,27/08/2018 09:30,2018,8,Monday,9,Part Three,E NINTH ST,42.33214285,-71.05121359,"(42.33214285, -71.05121359)"
I182068631,3410,Towed,TOWED MOTOR VEHICLE,C6,224,,27/08/2018 07:34,2018,8,Monday,7,Part Three,P ST,42.33620256,-71.0271896,"(42.33620256, -71.02718960)"
I182068630,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,279,,27/08/2018 09:39,2018,8,Monday,9,Part Two,HARRISON AVE,42.32929812,-71.08248425,"(42.32929812, -71.08248425)"
I182068630,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,279,,27/08/2018 09:39,2018,8,Monday,9,Part Two,HARRISON AVE,42.32929812,-71.08248425,"(42.32929812, -71.08248425)"
I182068629,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,222,,27/08/2018 09:25,2018,8,Monday,9,Part Three,E THIRD ST,42.33648288,-71.03663037,"(42.33648288, -71.03663037)"
I182068628,2629,Harassment,HARASSMENT,E18,522,,27/08/2018 09:51,2018,8,Monday,9,Part Two,EASTON AVE,42.24999342,-71.12344849,"(42.24999342, -71.12344849)"
I182068627,3410,Towed,TOWED MOTOR VEHICLE,C6,221,,27/08/2018 08:16,2018,8,Monday,8,Part Three,H ST,42.33597505,-71.04157184,"(42.33597505, -71.04157184)"
I182068626,3410,Towed,TOWED MOTOR VEHICLE,B2,920,,27/08/2018 07:40,2018,8,Monday,7,Part Three,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I182068624,2629,Harassment,HARASSMENT,E18,522,,22/08/2018 08:00,2018,8,Wednesday,8,Part Two,EASTON AVE,42.24999342,-71.12344849,"(42.24999342, -71.12344849)"
I182068622,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,431,,25/08/2018 01:30,2018,8,Saturday,1,Part One,BLUE HILL AVE,42.28751576,-71.09027099,"(42.28751576, -71.09027099)"
I182068622,1402,Vandalism,VANDALISM,B3,431,,25/08/2018 01:30,2018,8,Saturday,1,Part Two,BLUE HILL AVE,42.28751576,-71.09027099,"(42.28751576, -71.09027099)"
I182068621,3201,Property Lost,PROPERTY - LOST,C11,235,,26/08/2018 22:00,2018,8,Sunday,22,Part Three,DORCHESTER AVE,42.31886949,-71.05674064,"(42.31886949, -71.05674064)"
I182068620,3114,Investigate Property,INVESTIGATE PROPERTY,E13,576,,26/08/2018 21:00,2018,8,Sunday,21,Part Three,JESS ST,42.31532086,-71.10354087,"(42.31532086, -71.10354087)"
I182068618,3410,Towed,TOWED MOTOR VEHICLE,D4,130,,27/08/2018 07:44,2018,8,Monday,7,Part Three,HUNTINGTON AVE,42.34852918,-71.07805107,"(42.34852918, -71.07805107)"
I182068617,3201,Property Lost,PROPERTY - LOST,B2,297,,24/08/2018 00:00,2018,8,Friday,0,Part Three,ROCKLAND AVE,42.32141482,-71.08406055,"(42.32141482, -71.08406055)"
I182068616,3115,Investigate Person,INVESTIGATE PERSON,E5,725,,27/08/2018 08:21,2018,8,Monday,8,Part Three,SPRING ST,42.27551471,-71.16753205,"(42.27551471, -71.16753205)"
I182068615,3410,Towed,TOWED MOTOR VEHICLE,C6,234,,27/08/2018 07:28,2018,8,Monday,7,Part Three,HATCH ST,42.33105507,-71.03601232,"(42.33105507, -71.03601232)"
I182068614,619,Larceny,LARCENY ALL OTHERS,C11,355,,27/08/2018 08:20,2018,8,Monday,8,Part One,ADAMS ST,42.29848675,-71.05725612,"(42.29848675, -71.05725612)"
I182068613,3115,Investigate Person,INVESTIGATE PERSON,B3,427,,27/08/2018 07:55,2018,8,Monday,7,Part Three,BABSON ST,42.27491663,-71.09220444,"(42.27491663, -71.09220444)"
I182068612,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,315,,26/08/2018 20:00,2018,8,Sunday,20,Part Three,CRAWFORD ST,42.3125497,-71.08757081,"(42.31254970, -71.08757081)"
I182068611,2647,Other,THREATS TO DO BODILY HARM,C11,358,,01/06/2018 00:00,2018,6,Friday,0,Part Two,CLAYBOURNE ST,42.29653192,-71.07125916,"(42.29653192, -71.07125916)"
I182068609,3125,Warrant Arrests,WARRANT ARREST,B3,458,,27/08/2018 07:54,2018,8,Monday,7,Part Three,HEWINS ST,42.30301051,-71.0818306,"(42.30301051, -71.08183060)"
I182068608,1402,Vandalism,VANDALISM,D4,165,,27/08/2018 06:32,2018,8,Monday,6,Part Two,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I182068606,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,66,,26/08/2018 12:00,2018,8,Sunday,12,Part Three,PINCKNEY ST,42.35877431,-71.07142509,"(42.35877431, -71.07142509)"
I182068605,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A7,34,,27/08/2018 08:12,2018,8,Monday,8,Part Two,LAMSON ST,42.36558616,-71.03330551,"(42.36558616, -71.03330551)"
I182068604,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14, ,,27/08/2018 07:37,2018,8,Monday,7,Part Three,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
I182068603,3001,Medical Assistance,DEATH INVESTIGATION,B3,409,,27/08/2018 06:37,2018,8,Monday,6,Part Three,STANDARD ST,42.27195474,-71.07850094,"(42.27195474, -71.07850094)"
I182068602,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,796,,27/08/2018 07:20,2018,8,Monday,7,Part Three,COMMONWEALTH AVE,42.35034269,-71.13038207,"(42.35034269, -71.13038207)"
I182068601,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,350,,27/08/2018 07:33,2018,8,Monday,7,Part One,GREENWICH ST,42.30404525,-71.05704706,"(42.30404525, -71.05704706)"
I182068600,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14, ,,26/08/2018 09:00,2018,8,Sunday,9,Part One,BRIGHTON AVE,,,"(0.00000000, 0.00000000)"
I182068600,1402,Vandalism,VANDALISM,D14, ,,26/08/2018 09:00,2018,8,Sunday,9,Part Two,BRIGHTON AVE,,,"(0.00000000, 0.00000000)"
I182068599,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,27/08/2018 06:48,2018,8,Monday,6,Part Three,NORFOLK ST,42.28092154,-71.08766264,"(42.28092154, -71.08766264)"
I182068598,3410,Towed,TOWED MOTOR VEHICLE,D4,133,,27/08/2018 05:49,2018,8,Monday,5,Part Three,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)"
I182068597,3410,Towed,TOWED MOTOR VEHICLE,C11,338,,27/08/2018 05:57,2018,8,Monday,5,Part Three,WINTER ST,42.30910324,-71.06259482,"(42.30910324, -71.06259482)"
I182068596,3410,Towed,TOWED MOTOR VEHICLE,B2,282,,27/08/2018 06:18,2018,8,Monday,6,Part Three,WASHINGTON ST,42.32745397,-71.08713969,"(42.32745397, -71.08713969)"
I182068595,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,406,,27/08/2018 05:44,2018,8,Monday,5,Part Three,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I182068593,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,123,,27/08/2018 06:14,2018,8,Monday,6,Part One,KNEELAND ST,42.35070525,-71.06185179,"(42.35070525, -71.06185179)"
I182068590,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,617,,27/08/2018 05:47,2018,8,Monday,5,Part Three,FORSYTH WAY,42.33908546,-71.0923178,"(42.33908546, -71.09231780)"
I182068589,3410,Towed,TOWED MOTOR VEHICLE,E5,563,,27/08/2018 05:00,2018,8,Monday,5,Part Three,WASHINGTON ST,42.29044163,-71.12385832,"(42.29044163, -71.12385832)"
I182068588,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,280,,27/08/2018 03:58,2018,8,Monday,3,Part Three,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182068587,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,679,,27/08/2018 04:40,2018,8,Monday,4,Part One,AMHERST ST,42.28594839,-71.13224347,"(42.28594839, -71.13224347)"
I182068585,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,324,,27/08/2018 00:08,2018,8,Monday,0,Part Three,DANUBE ST,42.31743922,-71.07547845,"(42.31743922, -71.07547845)"
I182068584,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,324,,27/08/2018 01:27,2018,8,Monday,1,Part Three,INGLESIDE ST,42.31736234,-71.07724596,"(42.31736234, -71.07724596)"
I182068583,3007,Medical Assistance,SUDDEN DEATH,C11,240,,27/08/2018 00:33,2018,8,Monday,0,Part Three,CHASE ST,42.31840845,-71.05974267,"(42.31840845, -71.05974267)"
I182068582,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1, ,,27/08/2018 02:42,2018,8,Monday,2,Part Three,MILK ST,,,"(0.00000000, 0.00000000)"
I182068581,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,319,,27/08/2018 02:20,2018,8,Monday,2,Part Two,CHENEY ST,42.31024819,-71.08695281,"(42.31024819, -71.08695281)"
I182068580,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2, ,,27/08/2018 00:11,2018,8,Monday,0,Part Three,CEYLON ST,,,"(0.00000000, 0.00000000)"
I182068579,619,Larceny,LARCENY ALL OTHERS,E5,685,,27/08/2018 00:52,2018,8,Monday,0,Part One,WASHINGTON ST,42.27548378,-71.14038661,"(42.27548378, -71.14038661)"
I182068578,3115,Investigate Person,INVESTIGATE PERSON,B3,429,,27/08/2018 02:37,2018,8,Monday,2,Part Three,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
I182068577,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,,27/08/2018 02:37,2018,8,Monday,2,Part Three,LORNA RD,42.27802074,-71.08403295,"(42.27802074, -71.08403295)"
I182068576,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,578,,27/08/2018 01:57,2018,8,Monday,1,Part Three,WYMAN ST,42.32077767,-71.10553808,"(42.32077767, -71.10553808)"
I182068574,3115,Investigate Person,INVESTIGATE PERSON,E13,582,,27/08/2018 01:05,2018,8,Monday,1,Part Three,WALDEN ST,42.32387703,-71.10409269,"(42.32387703, -71.10409269)"
I182068573,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,342,,27/08/2018 01:23,2018,8,Monday,1,Part Three,HOLIDAY ST,42.3026137,-71.06801363,"(42.30261370, -71.06801363)"
I182068572,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,822,,27/08/2018 00:53,2018,8,Monday,0,Part Three,WASHINGTON ST,42.26582389,-71.15205431,"(42.26582389, -71.15205431)"
I182068571,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,101,,27/08/2018 01:22,2018,8,Monday,1,Part Two,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182068568,3301,Verbal Disputes,VERBAL DISPUTE,C11,352,,27/08/2018 00:32,2018,8,Monday,0,Part Three,JOSEPHINE ST,42.3005201,-71.06490653,"(42.30052010, -71.06490653)"
I182068567,3114,Investigate Property,INVESTIGATE PROPERTY,B2,330,,26/08/2018 21:10,2018,8,Sunday,21,Part Three,SEAVER ST,42.30455372,-71.08295366,"(42.30455372, -71.08295366)"
I182068566,1402,Vandalism,VANDALISM,E5,691,,26/08/2018 16:00,2018,8,Sunday,16,Part Two,REDLANDS RD,42.28898462,-71.15224773,"(42.28898462, -71.15224773)"
I182068564,3207,Property Found,PROPERTY - FOUND,B3,465,,27/08/2018 00:45,2018,8,Monday,0,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182068563,1402,Vandalism,VANDALISM,B3,476,,26/08/2018 23:20,2018,8,Sunday,23,Part Two,REGIS RD,42.27064206,-71.09587908,"(42.27064206, -71.09587908)"
I182068562,2629,Harassment,HARASSMENT,B2,320,,26/08/2018 20:08,2018,8,Sunday,20,Part Two,CRAWFORD ST,42.31096953,-71.08461836,"(42.31096953, -71.08461836)"
I182068559,3115,Investigate Person,INVESTIGATE PERSON,B2,309,,26/08/2018 21:37,2018,8,Sunday,21,Part Three,S CHARLAME TER,42.31924008,-71.08479753,"(42.31924008, -71.08479753)"
I182068557,619,Larceny,LARCENY ALL OTHERS,A1,85,,26/08/2018 21:00,2018,8,Sunday,21,Part One,COOPER ST,42.36442584,-71.05731863,"(42.36442584, -71.05731863)"
I182068554,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,B3,427,,26/08/2018 23:20,2018,8,Sunday,23,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182068553,381,Robbery,ROBBERY - CAR JACKING,E13,509,,26/08/2018 22:20,2018,8,Sunday,22,Part One,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182068553,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,509,,26/08/2018 22:20,2018,8,Sunday,22,Part Two,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182068553,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,E13,509,,26/08/2018 22:20,2018,8,Sunday,22,Part Two,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182068553,3125,Warrant Arrests,WARRANT ARREST,E13,509,,26/08/2018 22:20,2018,8,Sunday,22,Part Three,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182068553,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,509,,26/08/2018 22:20,2018,8,Sunday,22,Part Three,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182068552,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,787,,26/08/2018 22:37,2018,8,Sunday,22,Part One,SUTHERLAND RD,42.34023408,-71.14800614,"(42.34023408, -71.14800614)"
I182068550,3115,Investigate Person,INVESTIGATE PERSON,C11,368,,26/08/2018 19:51,2018,8,Sunday,19,Part Three,NEPONSET AVE,42.29468307,-71.05274587,"(42.29468307, -71.05274587)"
I182068549,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,358,,26/08/2018 22:28,2018,8,Sunday,22,Part One,CLAYBOURNE ST,42.29653192,-71.07125916,"(42.29653192, -71.07125916)"
I182068548,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,419,,26/08/2018 22:45,2018,8,Sunday,22,Part Three,CAPEN ST,42.28001818,-71.07837049,"(42.28001818, -71.07837049)"
I182068547,3125,Warrant Arrests,WARRANT ARREST,A1,123,,26/08/2018 22:22,2018,8,Sunday,22,Part Three,KNAPP ST,42.3507885,-71.06218706,"(42.35078850, -71.06218706)"
I182068546,3114,Investigate Property,INVESTIGATE PROPERTY,D14,795,,26/08/2018 22:30,2018,8,Sunday,22,Part Three,HIGH ROCK WAY,42.3514649,-71.1383578,"(42.35146490, -71.13835780)"
I182068545,3114,Investigate Property,INVESTIGATE PROPERTY,D4,150,,26/08/2018 21:44,2018,8,Sunday,21,Part Three,WARREN AVE,42.34453911,-71.0735877,"(42.34453911, -71.07358770)"
I182068544,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,546,,26/08/2018 22:06,2018,8,Sunday,22,Part Three,MAGEE ST,42.26519721,-71.12686391,"(42.26519721, -71.12686391)"
I182068543,3115,Investigate Person,INVESTIGATE PERSON,D4,274,,26/08/2018 21:20,2018,8,Sunday,21,Part Three,COLUMBUS AVE,42.33894226,-71.08368605,"(42.33894226, -71.08368605)"
I182068542,3115,Investigate Person,INVESTIGATE PERSON,D4,628,,26/08/2018 20:43,2018,8,Sunday,20,Part Three,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
I182068541,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,77,,26/08/2018 22:17,2018,8,Sunday,22,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182068539,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,692,,25/08/2018 16:00,2018,8,Saturday,16,Part Three,WELD ST,42.29276146,-71.15465816,"(42.29276146, -71.15465816)"
I182068537,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2,262,,26/08/2018 21:37,2018,8,Sunday,21,Part Two,BLUE HILL AVE,42.32257063,-71.07688775,"(42.32257063, -71.07688775)"
I182068536,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,476,,26/08/2018 20:39,2018,8,Sunday,20,Part Three,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I182068534,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,179,,26/08/2018 21:18,2018,8,Sunday,21,Part Two,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
I182068532,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,95,,26/08/2018 17:00,2018,8,Sunday,17,Part Two,ATLANTIC AVE,42.35877445,-71.05157653,"(42.35877445, -71.05157653)"
I182068530,619,Larceny,LARCENY ALL OTHERS,E13,582,,26/08/2018 20:45,2018,8,Sunday,20,Part One,CENTRE ST,42.32271736,-71.10488628,"(42.32271736, -71.10488628)"
I182068530,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,582,,26/08/2018 20:45,2018,8,Sunday,20,Part Two,CENTRE ST,42.32271736,-71.10488628,"(42.32271736, -71.10488628)"
I182068528,1402,Vandalism,VANDALISM,A1, ,,26/08/2018 18:00,2018,8,Sunday,18,Part Two,,42.35334316,-71.05935192,"(42.35334316, -71.05935192)"
I182068527,3301,Verbal Disputes,VERBAL DISPUTE,B3,450,,26/08/2018 18:40,2018,8,Sunday,18,Part Three,WHITFIELD ST,42.29276044,-71.07486603,"(42.29276044, -71.07486603)"
I182068525,3207,Property Found,PROPERTY - FOUND,E18,497,,26/08/2018 19:59,2018,8,Sunday,19,Part Three,BRADLEE ST,42.26887156,-71.11683712,"(42.26887156, -71.11683712)"
I182068524,3125,Warrant Arrests,WARRANT ARREST,A1,82,,26/08/2018 20:41,2018,8,Sunday,20,Part Three,COMMERCIAL ST,42.36798379,-71.05702896,"(42.36798379, -71.05702896)"
I182068523,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,398,,26/08/2018 20:05,2018,8,Sunday,20,Part One,WASHINGTON ST,42.28873871,-71.07112627,"(42.28873871, -71.07112627)"
I182068522,2610,Other,TRESPASSING,E18,522,,26/08/2018 19:27,2018,8,Sunday,19,Part Two,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I182068521,617,Larceny,LARCENY THEFT FROM BUILDING,A1,76,,25/08/2018 23:00,2018,8,Saturday,23,Part One,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)"
I182068520,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,795,,26/08/2018 19:28,2018,8,Sunday,19,Part Three,COMMONWEALTH AVE,42.34900739,-71.13860108,"(42.34900739, -71.13860108)"
I182068519,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,C6,206,,26/08/2018 19:50,2018,8,Sunday,19,Part Three,SEAPORT BLVD,42.35311458,-71.04842121,"(42.35311458, -71.04842121)"
I182068518,2612,Fire Related Reports,FIRE REPORT/ALARM - FALSE,B3,457,,26/08/2018 20:38,2018,8,Sunday,20,Part Two,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I182068517,3115,Investigate Person,INVESTIGATE PERSON,B2,238,,26/08/2018 20:06,2018,8,Sunday,20,Part Three,WENDOVER ST,42.31882655,-71.06605368,"(42.31882655, -71.06605368)"
I182068516,3207,Property Found,PROPERTY - FOUND,A7,27,,26/08/2018 20:00,2018,8,Sunday,20,Part Three,MAVERICK SQ,42.36917081,-71.03970662,"(42.36917081, -71.03970662)"
